m,eta,tau,kappa,epsilon,mean r1,mean r2,th1,th2,th3,th4,th5,th6,th7,th8,th9,th10,th11,s
5.0,0.3,0.0,0.2,0.04,0.9999586023271545,0.9999910188482136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.3,0.0,0.2,0.04,0.9999540124472217,0.9999902609515429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.3,0.01,0.2,0.04,0.1917390715934026,0.7079596612207586,5.576883400532154,1.5327561398965273,1.5330203509322828,1.5328083921174667,1.532821105585107,1.532693627513062,5.467757992172267,5.485794784070151,3.826590686176189,5.490462030714355,5.455197868001562,0.25450125581701005
5.0,0.3,0.01,0.2,0.04,0.1916630567359658,0.7094087943941148,1.6586451672729368,4.9759217972533065,4.9759217972533065,4.9759217972533065,4.9759217972533065,4.9759217972533065,1.27410107878476,1.3116025922079544,0.06464264113473206,1.3306959972899577,1.2411621000294772,0.03895188389407562
5.0,0.3,0.02,0.2,0.04,0.19175182443385574,0.7097669833991613,1.6956740247397306,4.965633809170015,4.965633809170015,4.965633809170015,4.965633809170015,4.965633809170015,1.250966364022851,1.289961876133738,0.07983967911312817,1.3100988094577488,1.2172809517422039,0.04138072017682293
5.0,0.3,0.02,0.2,0.04,0.19182066906225737,0.7079027017779067,5.572972584627735,1.5143596722153134,1.5145291116425952,1.5143931771065482,1.5144013294869083,1.5143195915127663,5.452334545234919,5.471235054275041,3.792642552460677,5.476174015644176,5.439331992199243,0.2671273926827946
5.0,0.3,0.03,0.2,0.04,0.1919141298928851,0.7102881742686072,1.7325029388235293,4.941594197803681,4.941594197803681,4.941594197803681,4.941594197803681,4.941594197803681,1.2098331904460693,1.2502834252107178,0.09349222089284837,1.2714954949149515,1.175515867683579,0.045707488792211245
5.0,0.3,0.03,0.2,0.04,0.19198815628492916,0.7077759243742551,5.553646364647705,1.4690731118437625,1.4691791335001554,1.4690940740704619,1.4690991747955096,1.4690480369729713,5.4165916189259065,5.43687254913317,3.72701024745362,5.44222549683542,5.402811826160416,0.28732622303223976
5.0,0.3,0.04,0.2,0.04,0.19214078675316254,0.7110936260076895,1.7776856065657398,4.907876672046825,4.907876672046825,4.907876672046825,4.907876672046825,4.907876672046825,1.1559070541341399,1.1974882963921019,0.11396521504665458,1.2196553025567383,1.1212998070184668,0.05391637429121365
5.0,0.3,0.04,0.2,0.04,0.1922258453839796,0.7075949675624716,5.523990534351981,1.4048601753341146,1.4049249783077258,1.4048729867738885,1.4048761040888067,1.4048448512483347,5.3633883291223015,5.385736255161248,3.6328947769871434,5.3916957904403375,5.34839787424977,0.31498341080598913
5.0,0.3,0.05,0.2,0.04,0.1924264775435653,0.7123221578561136,1.8372631424918495,4.867823810797802,4.867823810797802,4.867823810797802,4.867823810797802,4.867823810797802,1.093293233339672,1.1353792773664182,0.1469792135083381,1.1582034685027693,1.0589532037213658,0.06803803079566562
5.0,0.3,0.05,0.2,0.04,0.1925270646642852,0.7073820155942067,5.48704751655265,1.3259576059029214,1.3259964369124546,1.3259652820536658,1.3259671499502375,1.3259484247544506,5.29275372559556,5.31803432340763,3.514534178798442,5.324848640576022,5.276022321153107,0.34433569362294664
5.0,0.3,0.06,0.2,0.04,0.19288612361887747,0.7071756863141797,5.4470806077166,1.236556269313759,1.236579190394231,1.2365608000252806,1.2365619026020696,1.2365508504570144,5.204436532683815,5.233742330731786,3.3783915896925123,5.241731915298317,5.185315837086421,0.36571000010559906
5.0,0.3,0.06,0.2,0.04,0.19276771489989708,0.7140491429988536,1.9104298402290283,4.823158521532207,4.823158521532207,4.823158521532207,4.823158521532207,4.823158521532207,1.0251907606214345,1.0668486087932152,0.19483488544418748,1.0898349041383781,0.9918691551490966,0.0899600465873271
5.0,0.3,0.07,0.2,0.04,0.19316358806402803,0.7161625324016873,1.9842105489775008,4.771796231473729,4.771796231473729,4.771796231473729,4.771796231473729,4.771796231473729,0.9527766240651445,0.9928620140793001,0.25290372536554884,1.0153600755436756,0.9213319357966512,0.12128839564171427
5.0,0.3,0.07,0.2,0.04,0.19329739591899286,0.7070437694590759,5.410691406190892,1.1413032077578364,1.141316626542256,1.141305859978992,1.1413065053959954,1.1413000356226704,5.098526293112229,5.133191175996728,3.2349720092493612,5.142758311490127,5.076254926456443,0.3716182395638107
5.0,0.3,0.08,0.2,0.04,0.19361495065634612,0.7183275138570211,2.0339732212028707,4.706754024769509,4.706754024769509,4.706754024769509,4.706754024769509,4.706754024769509,0.8747846706553801,0.9121209780194377,0.3087284305732183,0.9334262573027345,0.8460479521520838,0.16463137674229145
5.0,0.3,0.08,0.2,0.04,0.1937553060886142,0.7071027795270509,5.387080855773149,1.0452217148033824,1.0452295856037281,1.045223270393116,1.0452236488925237,1.045219854417418,4.975800875596235,5.017294419784832,3.1003236258712263,5.028900981622485,4.9495889920027025,0.36598670687108953
5.0,0.3,0.09,0.2,0.04,0.194121438415408,0.7201607656388002,2.0346355131283076,4.618135459624739,4.618135459624739,4.618135459624739,4.618135459624739,4.618135459624739,0.7886264525584821,0.8222367280275549,0.3466381293576788,0.8417292091947175,0.7632335838914415,0.22949348153579494
5.0,0.3,0.09,0.2,0.04,0.19425462855787445,0.7075354394438018,5.386388073066939,0.9530246594961582,0.9530293547389093,0.9530255874222249,0.9530258132506688,0.9530235497511867,4.838093159135553,4.8876662416524255,2.9956146109680617,4.901739880245316,4.807355630566292,0.3686122896700314
5.0,0.3,0.1,0.2,0.04,0.19467921070591984,0.7214508704862673,1.975074946280131,4.497089720901897,4.497089720901897,4.497089720901897,4.497089720901897,4.497089720901897,0.6919666019419211,0.7213029427128177,0.3546879673588492,0.73858839676749,0.6701988622096806,0.34129174130973317
5.0,0.3,0.1,0.2,0.04,0.19479120062432095,0.7085655318451974,5.414550052073594,0.8677758108245044,0.867778715298563,0.867776384832986,0.8677765245009041,0.8677751244556831,4.688490153033456,4.746561090727084,2.9415579910951806,4.763316687536246,4.653208165220406,0.40840855871028975
5.0,0.3,0.11,0.2,0.04,0.1953630471972742,0.7103186837614808,5.465402259136738,0.7890976307515203,0.7890995314176408,0.7890980063300859,0.7890980977315749,0.7890971816052925,4.529806166503533,4.595459611048739,2.9459593763650105,4.6147331297807455,4.4907694617750735,0.5092718473382503
5.0,0.3,0.11,0.2,0.04,0.1952816755478601,0.7221952468189496,1.861497918909265,4.338265208794894,4.338265208794894,4.338265208794894,4.338265208794894,4.338265208794894,0.5823591744563501,0.6073993680054528,0.3270457926899226,0.6223804826575261,0.5640956825034564,0.5407278240446002
5.0,0.3,0.12,0.2,0.04,0.19597061980448027,0.7126041761884583,5.517062119694003,0.7114972708512042,0.7114986060035235,0.7114975346737893,0.7114975988663801,0.7114969553979691,4.360588659942152,4.431681777436154,2.9911181662465083,4.452930449165763,4.319254100113142,0.6808401753614615
5.0,0.3,0.12,0.2,0.04,0.19592162720617387,0.7224992211879726,1.7082167479525765,4.140023922937928,4.140023922937928,4.140023922937928,4.140023922937928,4.140023922937928,0.4553280921138949,0.476466858647008,0.260976591157295,0.4892974281445177,0.440154641544531,0.8576072620041496
5.0,0.3,0.13,0.2,0.04,0.19661427729263345,0.7149142073244251,5.540036003475109,0.6244532252347099,0.6244542374118183,0.6244534252416898,0.6244534739223937,0.624452986103087,4.173126905454467,4.2468473995186855,3.036447868380094,4.269294284816226,4.131242895276557,0.9209353816048329
5.0,0.3,0.13,0.2,0.04,0.19659253874621418,0.7224835125089614,1.527513603067348,3.9047026451995066,3.9047026451995066,3.9047026451995066,3.9047026451995066,3.9047026451995066,0.304741558866489,0.32256717370709254,0.1545641986847741,0.33353193471865694,0.2921312380943064,1.256803541187807
5.0,0.3,0.14,0.2,0.04,0.19728872368922196,0.7222458150593117,1.3274512902522133,3.6389633718345635,3.6389633718345635,3.6389633718345635,3.6389633718345635,3.6389633718345635,0.1281467592951131,0.14324138146938736,0.00993124410914703,0.15263920191936364,0.11760655583774593,1.5978631642151946
5.0,0.3,0.14,0.2,0.04,0.19729104065407585,0.7167707172131103,5.511586148303252,0.5161843314734043,0.5161851565783664,0.516184494513972,0.5161845341774907,0.5161841365618685,3.9582553620976455,4.031616492297928,3.040829144064503,4.054386800304258,3.917550472192545,1.2093262870901453
5.0,0.3,0.15,0.2,0.04,0.1979947182529697,0.7179926050680313,5.42451496663449,0.37993432128750015,0.3799350371657866,0.3799344627489418,0.37993449714239347,0.37993415216968884,3.7126415933831254,3.782876868468577,2.9834123189885418,3.8051060244402493,3.674584002686572,1.4740135978856197
5.0,0.3,0.15,0.2,0.04,0.19800513845678933,0.7218557026515939,1.117150397627995,3.3520644471073524,3.3520644471073524,3.3520644471073524,3.3520644471073524,3.3520644471073524,6.21703197423318,6.22988196039347,6.122296881594195,6.23796866892377,6.208161058218195,1.6928070312785206
5.0,0.3,0.16,0.2,0.04,0.1987184290139019,0.7186397132519321,5.28734075274366,0.21926049897300715,0.2192611510816178,0.21926062779065347,0.21926065917640614,0.2192603448836863,3.440704543152208,3.5056407521720416,2.865058966297113,3.526589554059285,3.406313391030892,1.5853746221129945
5.0,0.3,0.16,0.2,0.04,0.19873727874417252,0.7213603646546105,0.9116413629195108,3.0532951885152784,3.0532951885152784,3.0532951885152784,3.0532951885152784,3.0532951885152784,6.023575495901298,6.034594597614671,5.946264717835277,6.041594165273693,6.01604290724805,1.4624438627420453
5.0,0.3,0.17,0.2,0.04,0.1994563059035712,0.7188536398168904,5.1180262833686925,0.04878929882651306,0.04878991494823737,0.04878942055646718,0.04878945015915548,0.048789153275073716,3.1511872264805447,3.209378674284892,2.698548256050856,3.22849362584617,3.1210148067789873,1.4455595920002053
5.0,0.3,0.18,0.2,0.04,0.2002035059597137,0.7187665427973688,4.93314924471548,6.169929953931899,6.16993055337349,6.169930072332647,6.1699301011777266,6.1699298123213,2.854279705787178,2.904865878468229,2.5004873880998844,2.9217575718640205,2.828543521431186,1.099828536911169
5.0,0.3,0.18,0.2,0.04,0.20022554863662,0.7201715938971378,0.5735751738148451,2.45944145656955,2.45944145656955,2.45944145656955,2.45944145656955,2.45944145656955,5.694782104243188,5.70325511904872,5.639554753361665,5.708717806706829,5.689078612773358,0.5923666140526279
5.0,0.3,0.19,0.2,0.04,0.20095372584609472,0.7184771195297648,4.739383607405273,6.026516489944299,6.0265170892749325,6.026516608333225,6.026516637180578,6.026516348400548,2.561238163485143,2.603864343540465,2.287423379926679,2.6183034043602333,2.539903404318977,0.7155295084151498
5.0,0.3,0.2,0.2,0.04,0.2017003107787723,0.7180537535293916,4.534025722719946,5.899689742180328,5.899690357024667,5.8996898636310675,5.899689893187372,5.899689596979044,2.2828952563982625,2.317808195040527,2.0731541504233633,2.3297777526286723,2.26565739305903,0.4397388374280291
5.0,0.3,0.21,0.2,0.04,0.20243911433264467,0.7181443265259567,0.23601003959225864,1.712206286021285,1.712206286021285,1.712206286021285,1.712206286021285,1.712206286021285,5.286908616230505,5.293469362665803,5.2470482268841465,5.297764556793993,5.2825610799564515,0.08220655876035858
5.0,0.3,0.21,0.2,0.04,0.20243986936315136,0.7175426721454419,4.3114897112614585,5.780664961498189,5.780665606980222,5.780665089025263,5.7806651200399415,5.780664809055509,2.026395066103362,2.054422593431866,1.8666167175061332,2.064127034413616,2.0127097205509585,0.3121704040146064
5.0,0.3,0.22,0.2,0.04,0.20317063399406365,0.7169746924112721,4.068618288388336,5.660856047552045,5.660856738592486,5.660856184051738,5.66085621726603,5.660855884343221,1.7938179462758512,1.816112304022738,1.6718760178533216,1.8238944056498099,1.7830301676427212,0.2942126007626432
5.0,0.3,0.23,0.2,0.04,0.2038915830370546,0.7163701167644128,3.8064248935689307,5.5349860955839745,5.534986847944367,5.534986244219056,5.53498628036192,5.534985917934193,1.5837660215211713,1.6015042647259747,1.489924173091424,1.6077377191541586,1.5752468518917908,0.3250071896876656
5.0,0.3,0.23,0.2,0.04,0.20387904848965602,0.7167328662079675,0.04241706251247024,1.3317893019471398,1.3317893019471398,1.3317893019471398,1.3317893019471398,1.3317893019471398,4.98072585786673,4.986628377131694,4.94596924081867,4.9905206962785655,4.976842985669975,0.15932698241417634
5.0,0.3,0.24,0.2,0.04,0.20460200511190635,0.7157422339165627,3.529646897116038,5.401091779924229,5.4010926110173045,5.40109194406665,5.401091984053039,5.401091583665277,1.393792972389349,1.4079965119204303,1.3206842591667396,1.413016221851251,1.3870142630585747,0.35379834962126855
5.0,0.3,0.24,0.2,0.04,0.20458604973980948,0.7160213273350914,6.223496724229641,1.1659537562314313,1.1659537562314313,1.1659537562314313,1.1659537562314313,1.1659537562314313,4.803687841113117,4.8093426358573765,4.770807406711867,4.813082770677795,4.799979097455946,0.28801556006040246
5.0,0.3,0.25,0.2,0.04,0.2053012997607287,0.7150997192425725,3.245543509925085,5.259059236512769,5.259060166889924,5.2590594202739,5.259059465004668,5.259059016821141,1.2218028705270285,1.2332852604832283,1.1640456369469234,1.2373631099604268,1.216352322743262,0.3585594921093848
5.0,0.3,0.28,0.2,0.04,0.2073273918043444,0.7131322750173781,2.430384168443254,4.77652654604168,4.776527933618183,4.776526820093352,4.7765268867720465,4.7765262184071275,0.78966847089265,0.7961962876789244,0.7584723685691301,0.7985408309264699,0.7866079351261419,0.45404427810233383
5.0,0.3,0.31,0.2,0.04,0.20923961476727276,0.7111606046035203,1.761507615470748,4.174137117547673,4.1741392112672315,4.1741375310107856,4.1741376316891206,4.1741366232013775,0.39417047348666756,0.3984288916377068,0.37450844554592777,0.3999705369724893,0.3921911309444681,1.0733724258013344
5.0,0.3,0.43,0.2,0.04,0.21561197550436606,0.7041050070647128,0.30676306412357235,1.7827691480011367,1.7827736750560348,1.782770041860715,1.7827702594764219,1.7827680795572292,5.369457696194637,5.371596923488447,5.360187273511961,5.372383417586057,5.368479786195017,0.2018000578534183
